tile,assignment_id,Class,dataset,rscore,rscore2,Rscore,x,y,farea,fprop,cntry,year,label_group,usage,label,image
GH0347220,,,v1.3.0,,,,-0.0885,8.2025,,0.519013074,GH,2018,3,train,3cl/v1-3/labels/GH0347220_2018-12.tif,3cl/v1-3/images/GH0347220_2018-12.tif
GH0347229,,,v1.3.0,,,,-0.0435,8.2025,,0.253069196,GH,2018,3,train,3cl/v1-3/labels/GH0347229_2018-12.tif,3cl/v1-3/images/GH0347229_2018-12.tif
GH0347537,,,v1.3.0,,,,-1.6035,8.1975,,0.024135045,GH,2018,3,train,3cl/v1-3/labels/GH0347537_2018-12.tif,3cl/v1-3/images/GH0347537_2018-12.tif
GH0347832,,,v1.3.0,,,,-0.1285,8.1975,,0.154496173,GH,2018,3,train,3cl/v1-3/labels/GH0347832_2018-12.tif,3cl/v1-3/images/GH0347832_2018-12.tif
GH0347859,,,v1.3.0,,,,0.0065,8.1975,,0.184630102,GH,2018,3,train,3cl/v1-3/labels/GH0347859_2018-12.tif,3cl/v1-3/images/GH0347859_2018-12.tif
GH0347934,,,v1.3.0,,,,0.3815,8.1975,,0.121910874,GH,2018,3,train,3cl/v1-3/labels/GH0347934_2018-12.tif,3cl/v1-3/images/GH0347934_2018-12.tif
GH0348394,,,v1.3.0,,,,-0.4285,8.1925,,0.139488999,GH,2018,3,train,3cl/v1-3/labels/GH0348394_2018-12.tif,3cl/v1-3/images/GH0348394_2018-12.tif
GH0348456,,,v1.3.0,,,,-0.1185,8.1925,,0.181560906,GH,2018,3,train,3cl/v1-3/labels/GH0348456_2018-12.tif,3cl/v1-3/images/GH0348456_2018-12.tif
GH0348668,,,v1.3.0,,,,-2.1785,8.1875,,0.037388393,GH,2018,3,train,3cl/v1-3/labels/GH0348668_2018-12.tif,3cl/v1-3/images/GH0348668_2018-12.tif
GH0349058,,,v1.3.0,,,,-0.2285,8.1875,,0.033442283,GH,2018,3,train,3cl/v1-3/labels/GH0349058_2018-12.tif,3cl/v1-3/images/GH0349058_2018-12.tif
GH0349112,,,v1.3.0,,,,0.0415,8.1875,,0.11198581,GH,2018,3,train,3cl/v1-3/labels/GH0349112_2018-12.tif,3cl/v1-3/images/GH0349112_2018-12.tif
GH0349177,,,v1.3.0,,,,0.3665,8.1875,,0.000259088,GH,2018,3,train,3cl/v1-3/labels/GH0349177_2018-12.tif,3cl/v1-3/images/GH0349177_2018-12.tif
GH0349904,,,v1.3.0,,,,-2.2735,8.1775,,0.134426818,GH,2018,3,train,3cl/v1-3/labels/GH0349904_2018-12.tif,3cl/v1-3/images/GH0349904_2018-12.tif
GH0350193,,,v1.3.0,,,,-0.8285,8.1775,,0.207728795,GH,2018,3,train,3cl/v1-3/labels/GH0350193_2018-12.tif,3cl/v1-3/images/GH0350193_2018-12.tif
GH0350204,,,v1.3.0,,,,-0.7735,8.1775,,0.294423629,GH,2018,3,train,3cl/v1-3/labels/GH0350204_2018-12.tif,3cl/v1-3/images/GH0350204_2018-12.tif
GH0350219,,,v1.3.0,,,,-0.6985,8.1775,,0.049127073,GH,2018,3,train,3cl/v1-3/labels/GH0350219_2018-12.tif,3cl/v1-3/images/GH0350219_2018-12.tif
GH0350320,,,v1.3.0,,,,-0.1935,8.1775,,0.032963967,GH,2018,3,train,3cl/v1-3/labels/GH0350320_2018-12.tif,3cl/v1-3/images/GH0350320_2018-12.tif
GH0351053,,,v1.3.0,,,,0.2715,8.1725,,0.058912628,GH,2018,3,train,3cl/v1-3/labels/GH0351053_2018-12.tif,3cl/v1-3/images/GH0351053_2018-12.tif
GH0351056,,,v1.3.0,,,,0.2865,8.1725,,0.026885364,GH,2018,3,train,3cl/v1-3/labels/GH0351056_2018-12.tif,3cl/v1-3/images/GH0351056_2018-12.tif
GH0351654,,,v1.3.0,,,,0.0665,8.1675,,0.353754783,GH,2018,3,train,3cl/v1-3/labels/GH0351654_2018-12.tif,3cl/v1-3/images/GH0351654_2018-12.tif
GH0352217,,,v1.3.0,,,,-0.3335,8.1625,,0.015066964,GH,2018,3,train,3cl/v1-3/labels/GH0352217_2018-12.tif,3cl/v1-3/images/GH0352217_2018-12.tif
GH0353133,,,v1.3.0,,,,-2.2035,8.1525,,0.008410395,GH,2018,3,train,3cl/v1-3/labels/GH0353133_2018-12.tif,3cl/v1-3/images/GH0353133_2018-12.tif
GH0353255,,,v1.3.0,,,,-1.5935,8.1525,,0.070053412,GH,2018,3,train,3cl/v1-3/labels/GH0353255_2018-12.tif,3cl/v1-3/images/GH0353255_2018-12.tif
GH0353426,,,v1.3.0,,,,-0.7385,8.1525,,0.030811543,GH,2018,3,train,3cl/v1-3/labels/GH0353426_2018-12.tif,3cl/v1-3/images/GH0353426_2018-12.tif
GH0353619,,,v1.3.0,,,,0.2265,8.1525,,0.174864477,GH,2018,3,train,3cl/v1-3/labels/GH0353619_2018-12.tif,3cl/v1-3/images/GH0353619_2018-12.tif
GH0353988,,,v1.3.0,,,,-1.1535,8.1475,,0.118821747,GH,2018,3,train,3cl/v1-3/labels/GH0353988_2018-12.tif,3cl/v1-3/images/GH0353988_2018-12.tif
GH0354209,,,v1.3.0,,,,-0.0485,8.1475,,0.10674426,GH,2018,3,train,3cl/v1-3/labels/GH0354209_2018-12.tif,3cl/v1-3/images/GH0354209_2018-12.tif
GH0354831,,,v1.3.0,,,,-0.1685,8.1425,,0.305106027,GH,2018,3,train,3cl/v1-3/labels/GH0354831_2018-12.tif,3cl/v1-3/images/GH0354831_2018-12.tif
GH0355773,,,v1.3.0,,,,-1.8935,8.1325,,0.028818559,GH,2018,3,train,3cl/v1-3/labels/GH0355773_2018-12.tif,3cl/v1-3/images/GH0355773_2018-12.tif
GH0356140,,,v1.3.0,,,,-0.0585,8.1325,,0.398357781,GH,2018,3,train,3cl/v1-3/labels/GH0356140_2018-12.tif,3cl/v1-3/images/GH0356140_2018-12.tif
GH0356166,,,v1.3.0,,,,0.0715,8.1325,,0.06507095,GH,2018,3,train,3cl/v1-3/labels/GH0356166_2018-12.tif,3cl/v1-3/images/GH0356166_2018-12.tif
GH0356413,,,v1.3.0,,,,-1.9035,8.1275,,0.094009088,GH,2018,3,train,3cl/v1-3/labels/GH0356413_2018-12.tif,3cl/v1-3/images/GH0356413_2018-12.tif
GH0356764,,,v1.3.0,,,,-0.1485,8.1275,,0.153938138,GH,2018,3,train,3cl/v1-3/labels/GH0356764_2018-12.tif,3cl/v1-3/images/GH0356764_2018-12.tif
GH0357052,,,v1.3.0,,,,-1.9135,8.1225,,0.018036511,GH,2018,3,train,3cl/v1-3/labels/GH0357052_2018-12.tif,3cl/v1-3/images/GH0357052_2018-12.tif
GH0357088,,,v1.3.0,,,,-1.7335,8.1225,,0.067223374,GH,2018,3,train,3cl/v1-3/labels/GH0357088_2018-12.tif,3cl/v1-3/images/GH0357088_2018-12.tif
GH0357479,,,v1.3.0,,,,0.2215,8.1225,,0.180106027,GH,2018,3,train,3cl/v1-3/labels/GH0357479_2018-12.tif,3cl/v1-3/images/GH0357479_2018-12.tif
GH0357571,,,v1.3.0,,,,-2.5235,8.1175,,0.051199777,GH,2018,3,train,3cl/v1-3/labels/GH0357571_2018-12.tif,3cl/v1-3/images/GH0357571_2018-12.tif
GH0357649,,,v1.3.0,,,,-2.1335,8.1175,,0.303770727,GH,2018,3,train,3cl/v1-3/labels/GH0357649_2018-12.tif,3cl/v1-3/images/GH0357649_2018-12.tif
GH0358326,,,v1.3.0,,,,-1.9485,8.1125,,0.010762117,GH,2018,3,train,3cl/v1-3/labels/GH0358326_2018-12.tif,3cl/v1-3/images/GH0358326_2018-12.tif
GH0358400,,,v1.3.0,,,,-1.5785,8.1125,,0.044124681,GH,2018,3,train,3cl/v1-3/labels/GH0358400_2018-12.tif,3cl/v1-3/images/GH0358400_2018-12.tif
GH0358997,,,v1.3.0,,,,-1.7885,8.1075,,0.094985651,GH,2018,3,train,3cl/v1-3/labels/GH0358997_2018-12.tif,3cl/v1-3/images/GH0358997_2018-12.tif
GH0359013,,,v1.3.0,,,,-1.7085,8.1075,,0.020009566,GH,2018,3,train,3cl/v1-3/labels/GH0359013_2018-12.tif,3cl/v1-3/images/GH0359013_2018-12.tif
GH0359021,,,v1.3.0,,,,-1.6685,8.1075,,0.121372768,GH,2018,3,train,3cl/v1-3/labels/GH0359021_2018-12.tif,3cl/v1-3/images/GH0359021_2018-12.tif
GH0360518,,,v1.3.0,,,,-0.5685,8.0975,,0.040078922,GH,2018,3,train,3cl/v1-3/labels/GH0360518_2018-12.tif,3cl/v1-3/images/GH0360518_2018-12.tif
GH0360734,,,v1.3.0,,,,0.5115,8.0975,,0.14198023,GH,2018,3,train,3cl/v1-3/labels/GH0360734_2018-12.tif,3cl/v1-3/images/GH0360734_2018-12.tif
GH0360843,,,v1.3.0,,,,-2.1335,8.0925,,0.05205676,GH,2018,3,train,3cl/v1-3/labels/GH0360843_2018-12.tif,3cl/v1-3/images/GH0360843_2018-12.tif
GH0361167,,,v1.3.0,,,,-0.5135,8.0925,,0.031967474,GH,2018,3,train,3cl/v1-3/labels/GH0361167_2018-12.tif,3cl/v1-3/images/GH0361167_2018-12.tif
GH0361328,,,v1.3.0,,,,0.2915,8.0925,,0.058474171,GH,2018,3,train,3cl/v1-3/labels/GH0361328_2018-12.tif,3cl/v1-3/images/GH0361328_2018-12.tif
GH0361347,,,v1.3.0,,,,0.3865,8.0925,,0.029157366,GH,2018,3,train,3cl/v1-3/labels/GH0361347_2018-12.tif,3cl/v1-3/images/GH0361347_2018-12.tif
GH0361459,,,v1.3.0,,,,-2.2385,8.0875,,0.046177455,GH,2018,3,train,3cl/v1-3/labels/GH0361459_2018-12.tif,3cl/v1-3/images/GH0361459_2018-12.tif
GH0361960,,,v1.3.0,,,,0.2665,8.0875,,0.124461894,GH,2018,3,train,3cl/v1-3/labels/GH0361960_2018-12.tif,3cl/v1-3/images/GH0361960_2018-12.tif
GH0361974,,,v1.3.0,,,,0.3365,8.0875,,0.046655772,GH,2018,3,train,3cl/v1-3/labels/GH0361974_2018-12.tif,3cl/v1-3/images/GH0361974_2018-12.tif
GH0362167,,,v1.3.0,,,,-1.8785,8.0825,,0.144411671,GH,2018,3,train,3cl/v1-3/labels/GH0362167_2018-12.tif,3cl/v1-3/images/GH0362167_2018-12.tif
GH0362237,,,v1.3.0,,,,-1.5285,8.0825,,0.271882972,GH,2018,3,train,3cl/v1-3/labels/GH0362237_2018-12.tif,3cl/v1-3/images/GH0362237_2018-12.tif
GH0362432,,,v1.3.0,,,,-0.5535,8.0825,,0.009725765,GH,2018,3,train,3cl/v1-3/labels/GH0362432_2018-12.tif,3cl/v1-3/images/GH0362432_2018-12.tif
GH0362446,,,v1.3.0,,,,-0.4835,8.0825,,0.027582908,GH,2018,3,train,3cl/v1-3/labels/GH0362446_2018-12.tif,3cl/v1-3/images/GH0362446_2018-12.tif
GH0363050,,,v1.3.0,,,,-0.6435,8.0775,,0.040437659,GH,2018,3,train,3cl/v1-3/labels/GH0363050_2018-12.tif,3cl/v1-3/images/GH0363050_2018-12.tif
GH0363286,,,v1.3.0,,,,0.5365,8.0775,,0.12368463,GH,2018,3,train,3cl/v1-3/labels/GH0363286_2018-12.tif,3cl/v1-3/images/GH0363286_2018-12.tif
GH0363459,,,v1.3.0,,,,-1.7785,8.0725,,0.770428093,GH,2018,3,train,3cl/v1-3/labels/GH0363459_2018-12.tif,3cl/v1-3/images/GH0363459_2018-12.tif
GH0363610,,,v1.3.0,,,,-1.0235,8.0725,,0.006078603,GH,2018,3,train,3cl/v1-3/labels/GH0363610_2018-12.tif,3cl/v1-3/images/GH0363610_2018-12.tif
GH0363664,,,v1.3.0,,,,-0.7535,8.0725,,0.039640466,GH,2018,3,train,3cl/v1-3/labels/GH0363664_2018-12.tif,3cl/v1-3/images/GH0363664_2018-12.tif
GH0363770,,,v1.3.0,,,,-0.2235,8.0725,,0.01307398,GH,2018,3,train,3cl/v1-3/labels/GH0363770_2018-12.tif,3cl/v1-3/images/GH0363770_2018-12.tif
GH0363933,,,v1.3.0,,,,-2.5885,8.0675,,0.011260364,GH,2018,3,train,3cl/v1-3/labels/GH0363933_2018-12.tif,3cl/v1-3/images/GH0363933_2018-12.tif
GH0364237,,,v1.3.0,,,,-1.0685,8.0675,,0.113062022,GH,2018,3,train,3cl/v1-3/labels/GH0364237_2018-12.tif,3cl/v1-3/images/GH0364237_2018-12.tif
GH0364366,,,v1.3.0,,,,-0.4235,8.0675,,0.023198342,GH,2018,3,train,3cl/v1-3/labels/GH0364366_2018-12.tif,3cl/v1-3/images/GH0364366_2018-12.tif
GH0364615,,,v1.3.0,,,,-2.3585,8.0625,,0.055584343,GH,2018,3,train,3cl/v1-3/labels/GH0364615_2018-12.tif,3cl/v1-3/images/GH0364615_2018-12.tif
GH0364692,,,v1.3.0,,,,-1.9735,8.0625,,0.054249043,GH,2018,3,train,3cl/v1-3/labels/GH0364692_2018-12.tif,3cl/v1-3/images/GH0364692_2018-12.tif
GH0364938,,,v1.3.0,,,,-0.7435,8.0625,,0.006138393,GH,2018,3,train,3cl/v1-3/labels/GH0364938_2018-12.tif,3cl/v1-3/images/GH0364938_2018-12.tif
GH0365090,,,v1.3.0,,,,0.0165,8.0625,,0.083904656,GH,2018,3,train,3cl/v1-3/labels/GH0365090_2018-12.tif,3cl/v1-3/images/GH0365090_2018-12.tif
GH0367032,,,v1.3.0,,,,0.1515,8.0475,,0.063675861,GH,2018,3,train,3cl/v1-3/labels/GH0367032_2018-12.tif,3cl/v1-3/images/GH0367032_2018-12.tif
GH0367044,,,v1.3.0,,,,0.2115,8.0475,,0.217633929,GH,2018,3,train,3cl/v1-3/labels/GH0367044_2018-12.tif,3cl/v1-3/images/GH0367044_2018-12.tif
GH0367133,,,v1.3.0,,,,-2.5435,8.0425,,0.154097577,GH,2018,3,train,3cl/v1-3/labels/GH0367133_2018-12.tif,3cl/v1-3/images/GH0367133_2018-12.tif
GH0367231,,,v1.3.0,,,,-2.0535,8.0425,,0.312938457,GH,2018,3,train,3cl/v1-3/labels/GH0367231_2018-12.tif,3cl/v1-3/images/GH0367231_2018-12.tif
GH0367279,,,v1.3.0,,,,-1.8135,8.0425,,0.458765147,GH,2018,3,train,3cl/v1-3/labels/GH0367279_2018-12.tif,3cl/v1-3/images/GH0367279_2018-12.tif
GH0367514,,,v1.3.0,,,,-0.6385,8.0425,,0.083884726,GH,2018,3,train,3cl/v1-3/labels/GH0367514_2018-12.tif,3cl/v1-3/images/GH0367514_2018-12.tif
GH0367604,,,v1.3.0,,,,-0.1885,8.0425,,0.657366071,GH,2018,3,train,3cl/v1-3/labels/GH0367604_2018-12.tif,3cl/v1-3/images/GH0367604_2018-12.tif
GH0367641,,,v1.3.0,,,,-0.0035,8.0425,,0.070651307,GH,2018,3,train,3cl/v1-3/labels/GH0367641_2018-12.tif,3cl/v1-3/images/GH0367641_2018-12.tif
GH0367647,,,v1.3.0,,,,0.0265,8.0425,,0.013492506,GH,2018,3,train,3cl/v1-3/labels/GH0367647_2018-12.tif,3cl/v1-3/images/GH0367647_2018-12.tif
GH0367784,,,v1.3.0,,,,-2.5335,8.0375,,0.016641422,GH,2018,3,train,3cl/v1-3/labels/GH0367784_2018-12.tif,3cl/v1-3/images/GH0367784_2018-12.tif
GH0368333,,,v1.3.0,,,,0.2115,8.0375,,0.117307079,GH,2018,3,train,3cl/v1-3/labels/GH0368333_2018-12.tif,3cl/v1-3/images/GH0368333_2018-12.tif
GH0368339,,,v1.3.0,,,,0.2415,8.0375,,0.337073501,GH,2018,3,train,3cl/v1-3/labels/GH0368339_2018-12.tif,3cl/v1-3/images/GH0368339_2018-12.tif
GH0368983,,,v1.3.0,,,,0.2015,8.0325,,0.073879943,GH,2018,3,train,3cl/v1-3/labels/GH0368983_2018-12.tif,3cl/v1-3/images/GH0368983_2018-12.tif
GH0368992,,,v1.3.0,,,,0.2465,8.0325,,0.10415338,GH,2018,3,train,3cl/v1-3/labels/GH0368992_2018-12.tif,3cl/v1-3/images/GH0368992_2018-12.tif
GH0369447,,,v1.3.0,,,,-0.7485,8.0275,,0.177873884,GH,2018,3,train,3cl/v1-3/labels/GH0369447_2018-12.tif,3cl/v1-3/images/GH0369447_2018-12.tif
GH0369602,,,v1.3.0,,,,0.0265,8.0275,,0.003527583,GH,2018,3,train,3cl/v1-3/labels/GH0369602_2018-12.tif,3cl/v1-3/images/GH0369602_2018-12.tif
GH0369803,,,v1.3.0,,,,-2.2485,8.0225,,0.090820313,GH,2018,3,train,3cl/v1-3/labels/GH0369803_2018-12.tif,3cl/v1-3/images/GH0369803_2018-12.tif
GH0370308,,,v1.3.0,,,,0.2765,8.0225,,0.040258291,GH,2018,3,train,3cl/v1-3/labels/GH0370308_2018-12.tif,3cl/v1-3/images/GH0370308_2018-12.tif
GH0370834,,,v1.3.0,,,,-0.3785,8.0175,,0.029057717,GH,2018,3,train,3cl/v1-3/labels/GH0370834_2018-12.tif,3cl/v1-3/images/GH0370834_2018-12.tif
GH0370891,,,v1.3.0,,,,-0.0935,8.0175,,0.113879145,GH,2018,3,train,3cl/v1-3/labels/GH0370891_2018-12.tif,3cl/v1-3/images/GH0370891_2018-12.tif
GH0371093,,,v1.3.0,,,,-2.3685,8.0125,,0.344746492,GH,2018,3,train,3cl/v1-3/labels/GH0371093_2018-12.tif,3cl/v1-3/images/GH0371093_2018-12.tif
GH0371165,,,v1.3.0,,,,-2.0085,8.0125,,0.008988361,GH,2018,3,train,3cl/v1-3/labels/GH0371165_2018-12.tif,3cl/v1-3/images/GH0371165_2018-12.tif
GH0371188,,,v1.3.0,,,,-1.8935,8.0125,,0.011200574,GH,2018,3,train,3cl/v1-3/labels/GH0371188_2018-12.tif,3cl/v1-3/images/GH0371188_2018-12.tif
GH0371413,,,v1.3.0,,,,-0.7685,8.0125,,0.009367028,GH,2018,3,train,3cl/v1-3/labels/GH0371413_2018-12.tif,3cl/v1-3/images/GH0371413_2018-12.tif
GH0371626,,,v1.3.0,,,,0.2965,8.0125,,0.096101722,GH,2018,3,train,3cl/v1-3/labels/GH0371626_2018-12.tif,3cl/v1-3/images/GH0371626_2018-12.tif
GH0371692,,,v1.3.0,,,,-2.6685,8.0075,,0.362344547,GH,2018,3,train,3cl/v1-3/labels/GH0371692_2018-12.tif,3cl/v1-3/images/GH0371692_2018-12.tif
GH0371841,,,v1.3.0,,,,-1.9235,8.0075,,0.056999362,GH,2018,3,train,3cl/v1-3/labels/GH0371841_2018-12.tif,3cl/v1-3/images/GH0371841_2018-12.tif
GH0371849,,,v1.3.0,,,,-1.8835,8.0075,,0.057358099,GH,2018,3,train,3cl/v1-3/labels/GH0371849_2018-12.tif,3cl/v1-3/images/GH0371849_2018-12.tif
GH0371912,,,v1.3.0,,,,-1.5685,8.0075,,0.151446907,GH,2018,3,train,3cl/v1-3/labels/GH0371912_2018-12.tif,3cl/v1-3/images/GH0371912_2018-12.tif
GH0372199,,,v1.3.0,,,,-0.1335,8.0075,,0,GH,2018,3,train,3cl/v1-3/labels/GH0372199_2018-12.tif,3cl/v1-3/images/GH0372199_2018-12.tif
GH0372210,,,v1.3.0,,,,-0.0785,8.0075,,0.451450893,GH,2018,3,validate,3cl/v1-3/labels/GH0372210_2018-12.tif,3cl/v1-3/images/GH0372210_2018-12.tif
GH0372461,,,v1.3.0,,,,-2.1185,8.0025,,0.034060108,GH,2018,3,validate,3cl/v1-3/labels/GH0372461_2018-12.tif,3cl/v1-3/images/GH0372461_2018-12.tif
GH0372900,,,v1.3.0,,,,0.0765,8.0025,,0.032106983,GH,2018,3,validate,3cl/v1-3/labels/GH0372900_2018-12.tif,3cl/v1-3/images/GH0372900_2018-12.tif
GH0373067,,,v1.3.0,,,,-2.3835,7.9975,,0.254962532,GH,2018,3,validate,3cl/v1-3/labels/GH0373067_2018-12.tif,3cl/v1-3/images/GH0373067_2018-12.tif
GH0373770,,,v1.3.0,,,,-2.1685,7.9925,,0.087751116,GH,2018,3,validate,3cl/v1-3/labels/GH0373770_2018-12.tif,3cl/v1-3/images/GH0373770_2018-12.tif
GH0374510,,,v1.3.0,,,,-1.7735,7.9875,,0.000498246,GH,2018,3,validate,3cl/v1-3/labels/GH0374510_2018-12.tif,3cl/v1-3/images/GH0374510_2018-12.tif
GH0374705,,,v1.3.0,,,,-0.7985,7.9875,,0.009885204,GH,2018,3,validate,3cl/v1-3/labels/GH0374705_2018-12.tif,3cl/v1-3/images/GH0374705_2018-12.tif
GH0375008,,,v1.3.0,,,,-2.5885,7.9825,,0.100107621,GH,2018,3,validate,3cl/v1-3/labels/GH0375008_2018-12.tif,3cl/v1-3/images/GH0375008_2018-12.tif
GH0375085,,,v1.3.0,,,,-2.2035,7.9825,,0.158203125,GH,2018,3,validate,3cl/v1-3/labels/GH0375085_2018-12.tif,3cl/v1-3/images/GH0375085_2018-12.tif
GH0375372,,,v1.3.0,,,,-0.7685,7.9825,,0.081712372,GH,2018,3,validate,3cl/v1-3/labels/GH0375372_2018-12.tif,3cl/v1-3/images/GH0375372_2018-12.tif
GH0375451,,,v1.3.0,,,,-0.3735,7.9825,,0.123007015,GH,2018,3,validate,3cl/v1-3/labels/GH0375451_2018-12.tif,3cl/v1-3/images/GH0375451_2018-12.tif
GH0376329,,,v1.3.0,,,,-2.6085,7.9725,,0.004982462,GH,2018,3,validate,3cl/v1-3/labels/GH0376329_2018-12.tif,3cl/v1-3/images/GH0376329_2018-12.tif
GH0376436,,,v1.3.0,,,,-2.0735,7.9725,,0.032844388,GH,2018,3,validate,3cl/v1-3/labels/GH0376436_2018-12.tif,3cl/v1-3/images/GH0376436_2018-12.tif
GH0376566,,,v1.3.0,,,,-1.4235,7.9725,,0.026905293,GH,2018,3,validate,3cl/v1-3/labels/GH0376566_2018-12.tif,3cl/v1-3/images/GH0376566_2018-12.tif
GH0376894,,,v1.3.0,,,,0.2165,7.9725,,0.162966358,GH,2018,3,validate,3cl/v1-3/labels/GH0376894_2018-12.tif,3cl/v1-3/images/GH0376894_2018-12.tif
GH0377197,,,v1.3.0,,,,-1.5835,7.9675,,0.417829241,GH,2018,3,train,3cl/v1-3/labels/GH0377197_2018-12.tif,3cl/v1-3/images/GH0377197_2018-12.tif
GH0377441,,,v1.3.0,,,,-0.3635,7.9675,,0.076251594,GH,2018,3,train,3cl/v1-3/labels/GH0377441_2018-12.tif,3cl/v1-3/images/GH0377441_2018-12.tif
GH0377661,,,v1.3.0,,,,-2.5835,7.9625,,0.124063297,GH,2018,3,train,3cl/v1-3/labels/GH0377661_2018-12.tif,3cl/v1-3/images/GH0377661_2018-12.tif
GH0378106,,,v1.3.0,,,,-0.3585,7.9625,,0.003547513,GH,2018,3,train,3cl/v1-3/labels/GH0378106_2018-12.tif,3cl/v1-3/images/GH0378106_2018-12.tif
GH0378156,,,v1.3.0,,,,-0.1085,7.9625,,0,GH,2018,3,train,3cl/v1-3/labels/GH0378156_2018-12.tif,3cl/v1-3/images/GH0378156_2018-12.tif
GH0378203,,,v1.3.0,,,,0.1265,7.9625,,0.126813616,GH,2018,3,train,3cl/v1-3/labels/GH0378203_2018-12.tif,3cl/v1-3/images/GH0378203_2018-12.tif
GH0378343,,,v1.3.0,,,,-2.5035,7.9575,,0.22397162,GH,2018,3,train,3cl/v1-3/labels/GH0378343_2018-12.tif,3cl/v1-3/images/GH0378343_2018-12.tif
GH0378920,,,v1.3.0,,,,0.3815,7.9575,,0.106445313,GH,2018,3,train,3cl/v1-3/labels/GH0378920_2018-12.tif,3cl/v1-3/images/GH0378920_2018-12.tif
GH0378982,,,v1.3.0,,,,-2.6435,7.9525,,0.021145568,GH,2018,3,train,3cl/v1-3/labels/GH0378982_2018-12.tif,3cl/v1-3/images/GH0378982_2018-12.tif
GH0380030,,,v1.3.0,,,,-0.7585,7.9475,,0.006596779,GH,2018,3,train,3cl/v1-3/labels/GH0380030_2018-12.tif,3cl/v1-3/images/GH0380030_2018-12.tif
GH0380335,,,v1.3.0,,,,-2.6035,7.9425,,0.147281569,GH,2018,3,train,3cl/v1-3/labels/GH0380335_2018-12.tif,3cl/v1-3/images/GH0380335_2018-12.tif
GH0380401,,,v1.3.0,,,,-2.2735,7.9425,,0.165477519,GH,2018,3,train,3cl/v1-3/labels/GH0380401_2018-12.tif,3cl/v1-3/images/GH0380401_2018-12.tif
GH0380848,,,v1.3.0,,,,-0.0385,7.9425,,0.218650351,GH,2018,3,train,3cl/v1-3/labels/GH0380848_2018-12.tif,3cl/v1-3/images/GH0380848_2018-12.tif
GH0380862,,,v1.3.0,,,,0.0315,7.9425,,0.028081154,GH,2018,3,train,3cl/v1-3/labels/GH0380862_2018-12.tif,3cl/v1-3/images/GH0380862_2018-12.tif
GH0381092,,,v1.3.0,,,,-2.1935,7.9375,,0.381716358,GH,2018,3,train,3cl/v1-3/labels/GH0381092_2018-12.tif,3cl/v1-3/images/GH0381092_2018-12.tif
GH0381322,,,v1.3.0,,,,-1.0435,7.9375,,0.027861926,GH,2018,3,train,3cl/v1-3/labels/GH0381322_2018-12.tif,3cl/v1-3/images/GH0381322_2018-12.tif
GH0381610,,,v1.3.0,,,,0.3965,7.9375,,0.323301977,GH,2018,3,train,3cl/v1-3/labels/GH0381610_2018-12.tif,3cl/v1-3/images/GH0381610_2018-12.tif
GH0381761,,,v1.3.0,,,,-2.2285,7.9325,,0.171755421,GH,2018,3,train,3cl/v1-3/labels/GH0381761_2018-12.tif,3cl/v1-3/images/GH0381761_2018-12.tif
GH0381772,,,v1.3.0,,,,-2.1735,7.9325,,0.167171556,GH,2018,3,train,3cl/v1-3/labels/GH0381772_2018-12.tif,3cl/v1-3/images/GH0381772_2018-12.tif
GH0381854,,,v1.3.0,,,,-1.7635,7.9325,,0.103236607,GH,2018,3,train,3cl/v1-3/labels/GH0381854_2018-12.tif,3cl/v1-3/images/GH0381854_2018-12.tif
GH0382196,,,v1.3.0,,,,-0.0535,7.9325,,0.061543367,GH,2018,3,train,3cl/v1-3/labels/GH0382196_2018-12.tif,3cl/v1-3/images/GH0382196_2018-12.tif
GH0382266,,,v1.3.0,,,,0.2965,7.9325,,0.162288744,GH,2018,3,validate,3cl/v1-3/labels/GH0382266_2018-12.tif,3cl/v1-3/images/GH0382266_2018-12.tif
GH0382628,,,v1.3.0,,,,-1.2785,7.9275,,0.076510682,GH,2018,3,validate,3cl/v1-3/labels/GH0382628_2018-12.tif,3cl/v1-3/images/GH0382628_2018-12.tif
GH0383227,,,v1.3.0,,,,-1.6735,7.9225,,0.055604273,GH,2018,3,validate,3cl/v1-3/labels/GH0383227_2018-12.tif,3cl/v1-3/images/GH0383227_2018-12.tif
GH0383543,,,v1.3.0,,,,-0.0935,7.9225,,0.037627551,GH,2018,3,validate,3cl/v1-3/labels/GH0383543_2018-12.tif,3cl/v1-3/images/GH0383543_2018-12.tif
GH0383554,,,v1.3.0,,,,-0.0385,7.9225,,0.021225287,GH,2018,3,validate,3cl/v1-3/labels/GH0383554_2018-12.tif,3cl/v1-3/images/GH0383554_2018-12.tif
GH0383598,,,v1.3.0,,,,0.1815,7.9225,,0.068399235,GH,2018,3,validate,3cl/v1-3/labels/GH0383598_2018-12.tif,3cl/v1-3/images/GH0383598_2018-12.tif
GH0383686,,,v1.3.0,,,,-2.7735,7.9175,,0.031608737,GH,2018,3,validate,3cl/v1-3/labels/GH0383686_2018-12.tif,3cl/v1-3/images/GH0383686_2018-12.tif
GH0383997,,,v1.3.0,,,,-1.2185,7.9175,,0.082190689,GH,2018,3,validate,3cl/v1-3/labels/GH0383997_2018-12.tif,3cl/v1-3/images/GH0383997_2018-12.tif
